Tree	q1	q2	cellpop	coars	cryst	dens	mfa	moe	rad	rwidth	specsurf	tad	cellwt	h97
E560A3_4_150_2	-0.201	0.083	1490.1075	269.564	2.6077	404.6719	18.0244	9.9644	26.6073	2.4609	407.1816	25.9077	1.8815	340
E560A3_4_151_1	0.167	0.923	1300.6528	321.9372	2.5786	419.9729	17.7862	9.9997	29.9125	3.3056	363.2756	26.7355	2.0947	400
E560A3_4_152_3	4.308	-1.058	1118.2523	343.026	2.542	382.2374	18.8912	8.777	31.3478	3.7837	371.9601	29.8224	2.0463	530
E560A3_4_152_4	1.779	0.036	1339.48	280.1741	2.6106	375.0231	17.5421	9.1672	28.1828	3.8694	409.6545	27.4805	1.8285	490
E560A3_4_153_1	1.531	-1.266	1306.9152	320.5004	2.6051	416.9944	14.6468	11.5132	29.7249	2.7548	371.9036	26.6797	2.0887	470
E560A3_4_153_5	1.394	-0.526	1502.7727	280.2179	2.6608	422.7484	17.3919	10.5768	28.5117	2.975	383.2431	23.9828	1.9563	295
E560A3_4_154_3	1.455	0.232	1220.3907	387.6513	2.6192	465.6346	11.745	14.5146	31.4972	2.3222	317.5025	27.1066	2.4414	310
E560A3_4_155_2	2.075	-2.773	1524.0984	241.3684	2.6411	367.5354	29.6435	5.5813	27.3604	4.0143	450.0232	25.1425	1.676	470
E560A3_4_156_3	0.128	-1.588	1621.0573	295.4531	2.6224	481.2029	14.4947	14.2938	25.2451	2.5607	362.2997	25.2962	2.1959	550
E560A3_4_157_3	-2.611	1.156	1408.8182	292.9354	2.5815	414.7267	18.2722	9.8401	29.1126	3.108	391.5791	25.4849	1.9864	620
E560A3_4_158_2	2.708	-0.835	1521.6396	273.1537	2.7015	417.4676	17.0766	10.7598	26.7296	2.1934	397.5856	25.1499	1.9335	410
E560A3_4_159_1	0.635	1.873	1308.7855	279.8825	2.6194	369.7578	22.48	7.5656	29.9139	3.9763	414.2391	26.4048	1.8137	550
E560A3_4_160_4	1.569	-0.597	1194.3725	312.8052	2.6659	375.4169	18.3357	9.4717	31.1815	3.9736	394.0812	28.041	1.9354	580
E560A3_4_161_1	0.847	-1.468	1225.5724	342.0169	2.6774	419.0723	15.0236	11.1132	29.7304	3.5696	356.315	28.5647	2.1608	635
E560A3_4_162_3	-1.252	-0.792	1472.1291	272.4784	2.6774	401.4625	15.0743	10.7139	27.2104	2.3097	399.2927	25.6208	1.879	290
E560A3_4_162_4	0.18	0.782	1112.0006	320.7079	2.5496	352.6105	27.7839	6.118	31.3198	4.4132	400.7118	30.3169	1.8823	510
E560A3_4_163_4	1.179	-1.973	1520.2247	298.3343	2.6481	445.4003	19.4699	10.1871	27.2127	3.2018	367.4623	25.4724	2.0847	480
E560A3_4_163_5	-0.027	-2.407	1537.0473	261.8927	2.5062	395.2027	27.8754	6.2917	26.7287	3.6181	410.1005	25.7228	1.8155	470
E560A3_4_164_2	-0.789	-0.972	1279.0763	286.4125	2.5906	367.7008	18.8841	8.4501	31.3568	3.6145	416.0636	25.8104	1.8242	560
E560A3_4_164_4	0.579	-0.736	1514.736	296.0925	2.5968	448.3655	27.1634	8.2872	26.8753	2.4917	370.0876	25.4419	2.0955	370
E560A3_4_167_3	-1.914	-2.234	1306.8164	279.866	2.5383	363.2471	23.5867	6.7331	30.5277	3.9895	419.291	26.1045	1.787	540
E560A3_4_168_4	-0.444	-2.016	1593.6422	275.8797	2.5897	431.6015	17.9697	11.0885	26.184	3.3518	395.0193	25.3413	1.9724	390
E560A3_4_169_5	-0.099	-2.458	1190.6433	296.4584	2.6477	353.689	18.0505	8.5381	32.0197	4.2675	419.0124	27.5361	1.815	660
E560A3_4_170_2	-1.265	-0.984	1523.6553	278.6931	2.654	423.1897	20.8082	9.7486	26.7236	3.2838	393.5519	25.7634	1.959	580
E560A3_4_171_3	2.462	0.186	1388.6541	325.2	2.6753	449.3533	15.7924	12.5815	27.1187	2.3989	355.9965	27.818	2.1983	480
E560A3_4_171_5	1.311	0.855	1680.4433	267.0411	2.6751	447.4698	16.8903	12.1681	25.862	2.5605	391.5733	24.1003	1.9872	560
E560A3_4_172_1	-0.933	1.943	1654.8012	257.4211	2.6072	423.0244	20.1426	9.5194	26.3102	2.8446	405.8375	23.9068	1.8796	400
E560A3_4_172_4	1.671	1.206	1328.5393	288.4114	2.6328	378.152	15.0294	9.7888	29.1075	3.8074	400.4917	26.9713	1.8586	580
E560A3_4_175_5	3.369	1.903	1453.4331	323.0673	2.6704	467.5297	13.3055	13.9792	27.0974	1.8591	353.7313	26.6016	2.2511	505
E560A3_4_176_2	1.225	0.239	1450.7576	275.1989	2.641	399.0968	19.756	9.0954	28.0366	2.7328	404.6791	25.7235	1.8752	340
E560A3_4_178_3	0.455	-2.594	1335.4048	285.91	2.5769	382.3552	24.0822	6.9397	29.8886	4.781	410.9045	26.331	1.8678	645
E560A3_4_179_2	2.423	-2.539	1167.9104	356.2177	2.6633	417.8813	17.6057	10.3814	31.6572	3.4708	351.3811	28.244	2.2039	750
E560A3_4_180_3	3.465	-1.564	1316.2974	342.7999	2.6138	448.467	21.0089	9.5218	28.1534	3.2905	347.9722	28.3906	2.2502	470
E560A3_4_180_4	2.086	-0.934	1315.7404	291.0659	2.6355	379.585	19.6281	9.2038	29.8023	3.4197	412.5584	26.6996	1.8788	500
E560A3_4_181_3	4.668	-1.768	1433.8949	242.1768	2.6806	343.9123	26.9113	6.2088	28.5178	3.9368	467.1237	25.4292	1.6144	510
E560A3_4_183_2	4.124	-0.949	1842.2719	208.8608	2.6748	381.7576	25.5145	7.0814	24.7918	2.4812	469.4503	22.7808	1.5927	235
E560A3_4_184_3	0.889	0.145	1359.5318	303.8766	2.6289	411.0453	20.8001	8.491	27.5206	2.506	384.5808	27.951	2.0142	520
E560A3_4_184_4	0.605	0.415	1312.9804	280.2449	2.6064	369.0259	14.8323	9.6937	28.9885	3.2417	415.6124	27.114	1.8147	595
E560A3_4_184_5	1.072	-1.165	1262.7602	312.1867	2.5784	402.1198	18.9898	8.2878	30.4168	3.8105	387.2525	26.9976	2.014	650
E560A3_4_186_5	0.135	-0.355	1419.7715	309.4098	2.7037	442.741	12.7057	13.01	27.6292	2.0028	368.4938	26.6426	2.127	325
E560A3_4_187_3	1.538	-2.056	1721.786	241.623	2.6869	416.3144	15.6341	11.9775	25.0216	2.1625	422.5667	24.1331	1.8079	365
E560A3_4_187_5	0.115	-0.155	1238.6182	299.1265	2.613	373.8003	27.0991	6.5514	28.3393	3.8303	405.8094	29.4944	1.8909	530
E560A3_4_189_5	0.81	0.021	1321.6237	316.2193	2.6986	415.4312	15.7053	11.0674	29.8325	2.8319	365.3866	26.4629	2.0576	330
E560A3_4_191_1	-0.296	-0.795	1353.9892	346.0279	2.7136	466.7052	12.8504	14.5241	28.5014	2.8097	334.6096	26.9991	2.3213	450
E560A3_4_191_4	-1.595	0.531	1661.5801	245.8709	2.6465	409.5469	14.4225	11.3114	25.6819	2.4615	414.1916	24.1307	1.8039	335
E560A3_4_192_2	0.122	-1.699	1382.9574	280.7451	2.6385	388.7582	20.0336	9.1149	28.5627	3.1514	408.8025	26.0037	1.8772	440
E560A3_4_193_1	0.11	-0.692	1332.2812	288.053	2.5208	385.4401	28.3782	5.5259	29.08	4.0929	399.7955	26.5031	1.8871	595
E560A3_4_193_5	-0.306	-1.009	1537.0715	281.7032	2.6626	431.5748	19.3436	10.238	25.6022	2.9278	388.8004	26.4682	1.9957	440
E560A3_4_194_2	1.396	1.321	1332.2827	299.3761	2.6019	399.7699	21.4274	8.4133	28.7231	3.4153	383.0506	27.2234	1.9609	540
E560A3_4_195_2	0.14	-0.066	1507.247	257.932	2.6692	390.1504	13.5752	11.1312	26.6469	1.9382	421.851	25.5682	1.7988	390
E560A3_4_195_5	-0.655	0.216	1480.8832	287.8849	2.6624	421.6134	11.7152	13.4239	26.9088	2.2172	386.7034	26.2954	1.9863	420
E560A3_4_197_2	2.818	0.811	1512.8259	282.0524	2.6229	428.2821	20.2405	9.7836	26.6023	2.3911	380.0852	25.6564	1.9861	320
E560A3_4_197_4	0.815	-0.975	1376.6318	333.3267	2.6716	460.7325	12.1864	14.5382	28.7149	2.6789	343.3358	26.1607	2.2632	450
E560A3_4_198_1	1.526	-2.363	1628.1836	240.1149	2.6435	388.7805	18.0929	10.2095	25.351	2.7227	436.5753	25.2104	1.728	260
E560A3_4_198_5	1.719	-0.695	1150.4715	354.5244	2.6841	401.0804	15.5238	11.0679	30.9821	3.2676	354.8685	29.4386	2.1369	440
E560A3_4_199_5	-0.935	2.333	1209.0989	340.0048	2.6618	408.9914	13.1785	11.2645	29.1592	2.8976	361.7284	29.5776	2.1207	580
E560A3_4_200_1	-0.483	1.481	1529.0503	291.7187	2.6745	446.1287	16.7869	11.9004	27.5756	3.2279	374.2055	24.7756	2.0714	510
E560A3_4_200_4	0.703	0.194	1201.8425	337.4456	2.6432	403.8885	21.2841	8.4087	32.1766	3.8477	369.5191	27.0193	2.0947	610
E560A3_4_201_4	1.863	0.658	1859.2002	202.791	2.6139	377.4266	20.6486	8.873	23.9873	2.41	482.7181	23.1003	1.5653	210
E560A3_4_202_1	2.335	-1.334	1716.5973	258.4929	2.6551	440.981	16.1157	11.9671	24.4097	2.4479	398.4396	24.7757	1.9349	395
E560A3_4_203_4	-0.899	0.412	1588.188	270.6299	2.6089	430.7756	23.9656	9.0046	25.6982	2.3328	396.7613	25.6447	1.9549	405
E560A3_4_204_4	-0.181	-0.15	1669.1415	252.8777	2.6529	418.0005	16.2138	11.3879	26.275	2.8813	411.7831	23.881	1.8493	310
E560A3_4_205_4	-0.564	-0.318	1481.2288	276.9678	2.6451	406.2217	16.5228	11.1389	29.1516	3.8267	400.2238	24.2445	1.896	595
E560A3_4_205_5	-0.388	0.513	1304.7111	343.2893	2.6635	436.678	20.9095	10.7158	29.584	2.87	356.3578	27.3082	2.2178	550
E560A3_4_206_5	-1.468	-1.23	1358.7629	264.6726	2.5766	359.1518	21.2418	7.3333	28.7314	4.3985	427.7292	26.4772	1.7315	490
E560A3_4_207_1	-2.37	-1.074	1336.6936	274.2302	2.6855	368.1024	16.8831	9.218	28.5623	3.3062	421.1825	27.0821	1.7932	400
E560A3_4_207_5	-2.823	-0.45	1309.7274	296.2113	2.6837	386.8765	15.078	10.9865	29.362	3.6921	396.1911	26.8641	1.9174	530
E560A3_4_208_4	-2.152	-2.952	1591.8372	268.355	2.5885	420.4243	26.6388	7.8723	27.6121	3.7153	398.5727	23.7957	1.9084	500
E560A3_4_210_1	-1.673	-2.524	1446.7332	277.5246	2.5697	399.3591	25.5669	7.0349	28.135	4.7676	395.8864	25.4721	1.884	580
E560A3_4_210_5	-1.107	-5.237	1160.7005	339.7782	2.6056	389.7874	21.4242	8.1269	31.4487	4.0925	367.7776	28.6988	2.0546	550
E560A3_4_211_1	-2.728	-0.012	1173.6811	362.8633	2.6629	424.7572	15.43	11.4323	31.8159	3.0964	349.288	28.3003	2.2437	590
E560A3_4_212_3	1.553	-3.151	1204.9722	369.7474	2.6751	443.4868	14.6277	12.4251	29.6912	3.1237	332.87	29.3133	2.3226	390
E560A3_4_212_5	1.851	-1.934	1408.9341	275.771	2.6672	389.3459	12.8731	11.4488	27.5522	3.2422	406.9227	26.4112	1.8602	350
E560A3_4_213_1	2.564	-2.254	1249.7312	313.3343	2.6775	392.704	12.7015	11.128	30.0594	3.075	388.162	27.64	1.9932	520
E560A3_4_213_5	0.219	-1.806	1201.9743	317.1472	2.6775	384.1072	13.8254	10.2349	31.0629	3.7975	390.0477	27.7116	1.9806	470
E560A3_4_215_2	0.814	0.284	1392.3266	300.4064	2.638	417.0139	20.2016	8.4063	27.6035	3.5023	374.1665	26.6953	2.0196	520
E560A3_5_001_4	0.595	0.799	1582.2196	334.9764	2.59	529.1548	23.0865	9.9875	26.0131	2.5447	318.0121	25.5751	2.464	440
E560A3_5_002_2	0.416	-1.233	1778.4808	266.1348	2.7065	471.2931	16.4599	13.3479	25.0323	2.3047	383.9195	23.3864	2.0493	420
E560A3_5_002_3	1.307	-0.627	1463.7435	327.4066	2.6039	477.6229	15.4412	12.8045	27.567	2.3278	341.6724	25.8299	2.2882	360
E560A3_5_003_2	1.029	0.661	1329.7764	308.3166	2.6247	412.0101	16.1077	10.6614	28.0154	3.0514	376.963	27.6917	2.0313	380
E560A3_5_004_1	0.156	-0.851	1345.7258	341.2055	2.6555	455.1063	13.9416	12.6093	28.5335	2.5289	340.503	27.2387	2.2642	430
E560A3_5_005_5	1.079	-1.849	1350.2503	327.5998	2.6575	442.4157	10.5604	13.9136	28.2559	2.9579	348.643	27.1933	2.1825	430
E560A3_5_006_4	2.832	-2.8	1298.6599	326.294	2.629	420.9888	17.1842	10.4751	29.4505	3.6943	361.1641	27.5032	2.1099	580
E560A3_5_007_1	0.754	-1.634	1178.3098	337.9816	2.6657	400.0559	14.5619	10.842	29.43	3.4667	366.7537	29.7844	2.0928	570
E560A3_5_008_1	2.265	-2.157	1416.657	326.7621	2.6311	462.6345	14.1495	12.6801	27.8025	2.3684	349.9414	26.6831	2.2409	380
E560A3_5_010_1	2.546	-2.471	1649.7669	261.2063	2.6819	430.208	18.1336	10.9598	25.2858	2.4141	398.8991	24.7971	1.9137	315
E560A3_5_011_2	0.636	-1.932	1330.9504	315.4193	2.6768	414.4962	17.4384	10.9812	30.0493	3.7579	373.0865	26.2893	2.053	660
E560A3_5_011_4	1.182	-2.04	1349.7749	290.9081	2.6341	388.6948	18.1367	9.9188	29.1872	3.4656	396.01	26.5022	1.8968	570
E560A3_5_013_1	1.432	-1.508	1621.5359	263.9552	2.7012	426.5472	18.9784	10.1617	27.5777	2.5923	399.6655	23.2368	1.9091	360
E560A3_5_013_4	1.969	-0.792	1306.8877	313.1169	2.57	406.7373	21.8673	8.5266	30.5042	3.4961	377.9334	26.1387	2.0251	480
E560A3_5_014_5	-0.154	-0.445	1636.6193	258.0604	2.7377	416.7723	33.9601	5.4257	27.4671	3.7389	402.9466	23.3525	1.8558	615
E560A3_5_015_2	1.047	1.905	1448.7739	314.0684	2.6674	456.2684	27.5346	7.3122	27.9377	4.6937	364.0349	25.7732	2.1884	650
E560A3_5_016_5	1.197	-1.744	1456.6285	246.0499	2.6131	356.4081	24.4253	6.9492	29.0101	3.1591	452.227	24.4039	1.6594	220
E560A3_5_020_1	2.049	0.89	1578.4914	303.6862	2.7143	472.6287	14.7476	12.8276	25.9323	2.8286	350.1948	25.6826	2.1807	370
E560A3_5_020_2	0.983	0.534	1420.0293	310.4197	2.6046	434.7809	21.9988	9.4185	27.5446	3.2281	362.2844	26.6225	2.0965	460
E560A3_5_021_1	0.296	-0.392	1179.2921	362.8791	2.5884	422.6781	19.9941	9.5217	30.7285	4.7845	342.0804	28.9007	2.2301	730
E560A3_5_021_2	0.595	0.309	1314.9896	294.4628	2.5787	384.22	16.1164	9.6189	28.2721	3.325	402.663	28.1466	1.9019	600
E560A3_5_022_1	2.096	-1.978	1448.2086	281.9634	2.6184	409.929	17.0142	9.6328	27.9297	2.5663	394.9124	25.5703	1.9384	430
E560A3_5_022_3	2.11	-0.319	1307.4866	349.3977	2.6062	453.1282	15.3066	12.0986	28.4913	2.6447	336.3751	27.8486	2.2873	430
E560A3_5_023_2	2.842	-0.554	1361.9017	294.976	2.6583	396.8649	17.8104	10.0487	27.9827	3.3578	395.093	27.6355	1.9425	460
E560A3_5_025_2	0.5	0.165	1370.8987	276.7574	2.5881	379.2875	17.5318	9.3102	28.9222	2.5156	415.053	26.2808	1.8288	300
E560A3_5_026_1	1.241	-1.063	1483.3743	315.3582	2.6511	459.7795	19.1043	10.7784	27.0036	2.9222	349.6813	26.3136	2.1834	550
E560A3_5_026_5	1.042	2.036	1317.663	312.1561	2.5864	412.1354	19.6127	9.0889	27.6909	4.0211	374.6798	28.6934	2.0397	625
E560A3_5_027_3	1.64	-1.332	1240.3959	310.5096	2.5498	383.1653	19.2283	8.5308	30.6369	4.3273	389.4149	27.2368	1.9519	710
E560A3_5_029_1	2.364	-0.862	1237.3809	405.5732	2.6401	492.2645	13.1824	14.0836	28.7012	2.8905	302.6569	29.8331	2.5822	555
E560A3_5_029_4	0.455	-0.99	1503.2437	266.5456	2.7148	397.297	19.4246	9.2873	28.4003	3.8347	410.4799	24.345	1.8391	570
E560A3_5_030_1	2.318	0.123	1607.1076	279.9952	2.6993	447.7833	29.462	7.2447	26.9388	3.315	373.6437	23.977	2.0259	470
E560A3_5_030_4	1.567	0.021	1653.2408	228.0835	2.7144	379.9574	18.0125	9.9989	26.2339	2.4446	451.6777	23.7816	1.6627	320
E560A3_5_031_2	1.238	0.636	1458.9237	317.3323	2.6353	461.5719	16.2275	11.8418	28.1742	3.0721	348.6176	25.3071	2.2035	530
E560A3_5_031_3	2.732	-3.202	1343.8215	273.6377	2.5944	364.7794	19.2985	8.6748	28.5202	3.4033	418.3388	26.9911	1.777	450
E560A3_5_032_1	3.34	-2.181	1257.457	347.463	2.6039	437.4443	22.6269	9.1258	28.6147	3.5921	351.3464	28.9128	2.243	440
E560A3_5_033_3	2.948	0.927	1774.8369	249.0301	2.7151	436.4109	21.2685	10.3323	25.537	2.5346	407.8899	23.0107	1.8851	390
E560A3_5_033_5	2.156	-1.136	1325.1439	301.3458	2.6299	393.2795	19.6286	9.8302	28.6409	3.9333	395.5183	27.8845	1.951	550
E560A3_5_034_1	2.151	-3.95	1281.121	319.8026	2.5874	410.1755	15.7493	11.1072	30.1842	3.2381	371.9728	26.8571	2.0619	500
E560A3_5_034_2	-0.402	-1.725	1346.6814	310.7083	2.5778	416.7199	18.1286	9.6815	28.7301	3.3026	374.9127	26.9895	2.0504	530
E560A3_5_035_5	3.844	-1.723	1455.6432	284.5451	2.722	415.4746	22.7092	8.6259	29.5038	3.0191	400.0206	24.4755	1.9589	480
E560A3_5_036_2	0.829	-0.56	1215.3435	320.6874	2.5592	388.6759	21.2777	8.2316	30.225	4.0219	381.0241	28.2868	1.9992	370
E560A3_5_037_1	0.166	-1.479	1431.007	301.2367	2.7088	424.4343	16.7905	11.5386	27.6134	3.7588	380.9667	27.0721	2.0363	610
E560A3_5_037_2	1.345	-2.999	1363.3069	333.8783	2.5596	452.2534	19.0901	9.9662	28.5687	2.4818	348.2258	26.9088	2.2353	570
E560A3_5_038_1	-0.866	0.271	1591.6062	262.6202	2.7202	419.9442	25.8118	8.0034	27.5833	4.0382	408.2234	23.7991	1.8927	500
E560A3_5_039_2	-1.979	0.884	1204.5982	346.0788	2.5665	415.6382	18.3799	9.6354	30.2066	3.3216	357.8558	28.903	2.1611	570
E560A3_5_039_5	-0.349	1.442	1222.7523	300.8741	2.5037	368.0232	24.6207	6.6046	31.3515	5.065	402.6872	26.9158	1.8736	575
E560A3_5_040_1	-0.135	-0.604	1381.9463	263.2023	2.5096	363.6564	27.3205	6.3122	27.9469	3.6735	429.8674	26.9151	1.7412	365
E560A3_5_040_4	-0.622	0.067	1490.4181	244.2047	2.5912	366.9741	19.7872	8.4277	27.8373	2.25	450.8579	24.8121	1.6899	310
E560A3_5_041_3	-5.257	2.01	1604.6016	315.4332	2.5661	508.2452	23.3493	9.6593	25.147	2.1295	341.7548	26.1418	2.3397	460
E560A3_5_042_1	-5.663	1.336	1546.3286	261.8605	2.5463	398.1481	30.5747	5.537	26.6327	3.2167	415.483	25.9228	1.8244	490
E560A3_5_042_5	-6.348	1.041	1232.0184	321.3861	2.4811	389.5271	28.2964	6.1981	28.4156	2.7962	383.9771	29.5705	2.0052	470
E560A3_5_043_4	-4.868	0.001	1372.3459	316.7676	2.6225	432.0201	14.4985	11.8856	29.5667	2.7526	367.4085	25.5337	2.1157	470
E560A3_5_044_1	-6.113	1.959	1439.7427	289.6675	2.6008	414.1781	20.1367	9.6413	26.7122	3.0406	385.2174	27.3302	1.9683	470
E560A3_5_044_2	-2.117	1.422	1575.1493	272.4494	2.7089	428.9247	20.0469	9.435	26.5625	3.2721	392.0636	24.9903	1.9524	490
E560A3_5_045_3	-0.627	-0.181	1308.471	323.4625	2.7042	420.6429	21.4906	9.1315	30.4147	3.5594	360.3267	26.2146	2.0923	550
E560A3_5_046_3	-2.785	-0.068	1349.7517	349.6253	2.581	470.5604	17.5864	11.6966	27.859	3.0708	336.3956	27.692	2.35	470
E560A3_5_047_3	-3.294	-3.28	1212.0976	311.5709	2.5806	374.7019	20.2309	8.3317	30.1159	4.0202	390.1768	28.6668	1.9232	590
E560A3_5_048_2	-3.354	0.119	1569.6856	230.4888	2.6905	360.358	21.7975	8.131	27.3988	2.8667	462.8176	23.9194	1.6194	410
E560A3_5_048_4	-4.779	0.512	1457.026	279.0346	2.5994	403.7992	15.4404	10.6376	27.7023	2.6908	401.996	25.5951	1.9113	440
E560A3_5_049_3	-5.912	-2.245	1260.437	311.9927	2.6149	394.2345	17.2152	9.5308	29.8511	4.6711	380.2543	27.5979	1.9869	630
E560A3_5_050_4	-2.798	-2.595	1285.521	331.7011	2.6659	424.986	19.3967	10.5074	29.5314	3.0538	361.6759	27.5857	2.1439	510
E560A3_5_051_4	-18.302	7.755	1260.5558	306.4865	2.5628	387.6408	21.8981	8.5916	31.0088	3.0148	393.8661	26.3357	1.9522	540
E560A3_5_052_4	-19.445	10.937	1491.6475	286.7871	2.6315	410.1717	22.7444	8.434	28.955	3.3266	395.8534	24.5155	1.9338	405
E560A3_5_053_2	-17.973	8.547	1400.2699	290.8227	2.5144	409.6518	23.9534	7.5548	28.0093	2.2118	387.5127	26.0935	1.9662	270
E560A3_5_053_4	-19.259	9.767	1177.3708	336.9057	2.5858	398.5249	18.5691	9.2102	32.6189	3.5525	367.2551	26.8393	2.0747	480
E560A3_5_054_3	-4.259	0.188	1293.6963	308.6394	2.5585	398.4191	21.0695	8.3971	30.8792	2.8083	382.9541	25.7171	1.9854	500
E560A3_5_055_3	-4.607	2.5	1560.7585	288.0826	2.6708	446.1397	15.1108	12.6198	26.9059	2.9833	375.9063	25.0293	2.0563	530
E560A3_5_055_5	-20.593	9.857	1310.1633	297.9726	2.6066	383.3993	16.2741	9.7406	29.3304	2.7828	396.6723	27.3391	1.907	440
E560A3_5_056_4	-0.87	0.358	1739.109	251.1297	2.5505	441.8331	28.175	6.9582	25.8578	2.9406	410.2409	23.1944	1.9136	460
E560A3_5_056_5	-0.587	-0.382	1297.5981	288.3523	2.6004	374.0486	15.8541	9.7415	28.9409	3.6362	413.6261	27.9677	1.8547	580
E560A3_5_057_1	1.261	-1.354	1580.3926	274.6225	2.6646	429.736	21.8842	9.6193	26.2824	3.6181	386.3607	25.2647	1.9589	580
E560A3_5_057_4	1.722	-1.49	1443.3672	274.1842	2.6835	390.4701	12.6094	12.0742	28.2409	2.8971	407.7814	25.7488	1.8481	480
E560A3_5_058_1	0.391	-2.36	1141.8737	361.681	2.6119	412.2465	11.4586	12.6896	31.41	3.0159	349.1474	29.0213	2.1962	645
E560A3_5_058_3	1.568	-1.391	1345.6469	342.8242	2.5949	463.3798	17.3697	11.9109	29.2447	2.4944	340.6292	26.3563	2.3027	455
E560A3_5_058_4	1.266	-1.158	1517.8153	307.2682	2.6129	469.5836	14.0966	13.4144	26.7474	2.0958	354.0725	25.4858	2.1989	365
E560A3_5_059_3	-1.042	-1.956	1298.9451	301.0745	2.6117	385.0435	22.4039	7.4324	28.5334	3.7697	392.4194	28.1859	1.9211	570
E560A3_5_060_2	1.116	0.237	1287.4306	363.0231	2.6	470.9035	15.4832	13.6946	29.3625	2.4632	333.8377	27.6012	2.4052	420
E560A3_5_060_4	1.155	-0.431	1138.9923	511.6733	2.5357	583.2227	25.426	9.5415	30.4244	3.0045	248.8885	29.9243	3.2554	630
E560A3_5_061_4	2.099	0.834	1340.8502	350.69	2.6404	472.5261	13.1453	14.2001	28.9286	2.4175	332.6982	26.9511	2.3557	410
E560A3_5_062_5	3.713	1.452	1394.4225	313.9722	2.6135	438.2883	18.412	10.2008	29.4965	2.8389	362.0208	25.0786	2.1245	415
E560A3_5_063_2	4.575	0.739	1325.344	312.2921	2.6158	413.2064	14.3893	11.2833	30.5848	3.1171	374.5808	25.6594	2.0416	450
E560A3_5_063_3	2.75	1.183	1271.0383	351.3486	2.5607	444.0529	21.8651	9.1752	31.3911	2.8087	338.9394	26.2663	2.2532	430
E560A3_5_064_3	5.451	0.582	1534.1013	251.7456	2.6135	387.2285	23.0213	8.1706	26.847	3.35	427.9401	25.1684	1.767	540
E560A3_5_064_4	4.45	1.713	1588.3273	264.9855	2.7693	416.5006	20.8927	9.7622	27.4347	2.6167	401.7815	23.8295	1.8879	470
E560A3_5_065_2	1.413	0.627	1584.4319	256.4598	2.75	401.3244	30.2594	6.6892	28.2174	3.1417	422.5811	23.4744	1.8146	520
E560A3_5_066_1	-3.209	-0.822	1371.9665	335.7325	2.7355	453.348	12.7601	13.9574	28.4729	3.4456	345.7729	27.2017	2.2371	560
E560A3_5_067_4	-4.173	-1.003	1043.2649	343.4286	2.4881	354.9235	21.8441	6.9267	33.1126	4.256	389.2931	30.5687	1.9573	650
E560A3_5_068_2	-2.28	-3.237	1243.9361	344.389	2.6364	424.9974	16.9902	9.5686	31.7345	2.9211	347.1586	26.2046	2.1726	450
E560A3_5_069_2	-4.033	0.466	1861.5728	196.8024	2.7226	368.2851	21.7551	7.7975	25.3364	3.4433	497.5492	21.8878	1.5158	430
E560A3_5_069_4	-5.348	-0.742	1352.5665	422.7576	2.567	565.0969	22.1229	11.6147	29.6798	3.1016	271.4205	25.9292	2.8837	570
E560A3_5_070_4	-4.879	1.235	1578.1771	270.1174	2.6334	419.9895	22.5954	8.7489	26.5711	2.6406	400.6256	25.3402	1.9158	365
E560A3_5_071_4	-0.411	0.4	1260.2717	346.7327	2.5025	436.2113	14.3812	11.8841	28.8624	2.8921	346.8353	28.6468	2.2307	520
E560A3_5_071_5	-4.922	1.664	1271.7508	323.8009	2.4977	407.97	24.3121	7.5829	29.8459	3.6607	368.3708	27.4852	2.0654	570
E560A3_5_072_5	-1.044	-1.696	1268.6752	355.0542	2.6091	445.3696	15.1981	11.0864	29.6374	2.9576	336.747	28.0182	2.2756	540
E560A3_5_073_2	-2.867	-0.701	1177.2709	357.9516	2.5928	417.6407	18.4496	9.8722	32.0218	3.1513	345.2112	27.6877	2.1942	450
E560A3_5_073_3	1.044	0.618	1082.3461	353.7049	2.5742	380.1658	18.2718	8.9163	33.2955	3.3571	366.9295	28.8949	2.0696	560
E560A3_5_073_5	-3.074	-3.634	1291.1999	312.6118	2.5375	402.882	23.7636	7.769	29.1554	3.0167	386.408	27.9428	2.018	410
E560A3_5_074_1	-2.694	1.329	1359.3018	286.6312	2.6473	380.2511	30.2285	6.0371	31.0155	2.9969	412.8938	25.1715	1.8492	450
E560A3_5_074_2	-4.223	-0.465	1456.8184	303.8323	2.5677	441.4125	19.1949	10.4048	28.7737	2.5306	368.9249	24.7636	2.0987	360
E560A3_5_075_1	-2.811	-2.538	1022.6989	350.2445	2.5	364.2778	18.7266	8.0412	33.6066	4.2643	380.8885	29.9928	2.02	630
E560A3_5_075_2	-2.111	-3.373	1315.2032	316.1462	2.5362	420.2624	22.9175	8.6254	29.3213	2.1515	371.9783	26.6794	2.0838	410
E560A3_5_075_4	-0.944	-0.868	1506.186	304.5339	2.5711	458.1223	23.882	8.4095	27.1267	3.1681	354.6262	25.3882	2.1462	520
E560A3_5_076_4	0.093	-1.134	1181.107	342.5138	2.51	399.9097	22.609	8.4933	31.1753	3.5369	364.4511	28.2199	2.099	580
E560A3_5_076_5	-4.234	-0.023	1258.2875	331.3428	2.5605	415.1773	19.1282	9.1449	30.0454	3.7125	366.7288	27.976	2.1122	560
E560A3_5_077_2	0.669	-3.34	1298.799	301.0671	2.5325	389.0281	20.5491	8.3914	30.4675	2.8432	394.3767	26.4041	1.9341	535
